DocNo,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,No,TopicNo,TopicValue,Citation,Article Title,Source title,DOI,DOI Link,Source
1638,0.025877481,0.025877846,0.025875926,0.02588076,0.767084718,0.025885442,0.025878841,0.025880003,0.025877977,0.025880989,1954,5,0.767084718,Mohammad et al. (2015),Securing Cloud Computing Environment using a new Trend of Cryptography,2015 INTERNATIONAL CONFERENCE ON CLOUD COMPUTING (ICCC),,,WOS
1639,0.019653719,0.019639948,0.019640619,0.823229253,0.01963909,0.019638496,0.019638827,0.019642651,0.01963646,0.019640921,1955,4,0.823229253,Sun et al. (2022),Multi-step wind speed forecasting model using a compound forecasting architecture and an improved QPSO-based synchronous optimization,ENERGY REPORTS,10.1016/j.egyr.2022.07.164,http://dx.doi.org/10.1016/j.egyr.2022.07.164,WOS
1640,0.021946885,0.021944655,0.021947959,0.021948822,0.021946689,0.021945501,0.021961847,0.802462757,0.021945514,0.021949375,1956,8,0.802462757,Lin et al. (2021),Simulation of Open Quantum Dynamics with Bootstrap-Based Long Short-Term Memory Recurrent Neural Network,JOURNAL OF PHYSICAL CHEMISTRY LETTERS,10.1021/acs.jpclett.1c02672,http://dx.doi.org/10.1021/acs.jpclett.1c02672,WOS
1641,0.023118088,0.023119735,0.023117378,0.023118692,0.023118097,0.023119088,0.023116941,0.023119109,0.023115261,0.79193759,1957,10,0.79193759,Cuomo et al. (2020),Experiencing the communication advantage of the Superposition of Causal Orders,SPAWC 2021: 2021 IEEE 22ND INTERNATIONAL WORKSHOP ON SIGNAL PROCESSING ADVANCES IN WIRELESS COMMUNICATIONS (IEEE SPAWC 2021),10.1109/SPAWC51858.2021.9593171,http://dx.doi.org/10.1109/SPAWC51858.2021.9593171,WOS
1642,0.019023582,0.019024936,0.019027267,0.019024206,0.019026339,0.019024022,0.019025026,0.828773737,0.019020889,0.019030012,1958,8,0.828773737,'t Hart et al. (2021),Artificial Neural Network Modelling for Cryo-CMOS Devices,2021 IEEE 14TH WORKSHOP ON LOW TEMPERATURE ELECTRONICS (WOLTE),10.1109/WOLTE49037.2021.9555438,http://dx.doi.org/10.1109/WOLTE49037.2021.9555438,WOS
1643,0.018862128,0.018860502,0.018862495,0.830222011,0.018865174,0.018868281,0.018861273,0.018865636,0.01886894,0.018863572,1959,4,0.830222011,Roetteler et al. (2017),Design Automation for Quantum Architectures,"PROCEEDINGS OF THE 2017 DESIGN, AUTOMATION & TEST IN EUROPE CONFERENCE & EXHIBITION (DATE)",,,WOS
1644,0.020509753,0.020505751,0.020507295,0.020505929,0.020506196,0.020509493,0.020505615,0.815429986,0.020513389,0.020506565,1961,8,0.815429986,Hirota (2021),Introduction to Semi-Classical Analysis for Digital Errors of Qubit in Quantum Processor,ENTROPY,10.3390/e23121577,http://dx.doi.org/10.3390/e23121577,WOS
1645,0.022929536,0.793629646,0.022927187,0.022931701,0.022934495,0.022934953,0.022927422,0.02293051,0.022927525,0.022927042,1962,2,0.793629646,Babu et al. (2017),Blind Digital Signature Schemes with Four Particle Entanglement States,"2017 IEEE LONG ISLAND SYSTEMS, APPLICATIONS AND TECHNOLOGY CONFERENCE (LISAT)",,,WOS
1646,0.021562444,0.021562865,0.021563932,0.021580454,0.021562977,0.805916548,0.021564407,0.02156347,0.021559928,0.021562954,1963,6,0.805916548,Nalecz-Charkiewicz et al. (2021),Current Advances in Information Quantum Technologies - Critical Issues,INTERNATIONAL JOURNAL OF ELECTRONICS AND TELECOMMUNICATIONS,10.24425/ijet.2021.137839,http://dx.doi.org/10.24425/ijet.2021.137839,WOS
1647,0.019290686,0.019276492,0.019277098,0.019282788,0.019282645,0.826471686,0.019277552,0.019286348,0.019275686,0.019278999,1964,6,0.826471686,Rodrigo et al. (2020),Will Quantum Computers Scale Without Inter-Chip Comms? A Structured Design Exploration to the Monolithic vs Distributed Architectures Quest,2020 XXXV CONFERENCE ON DESIGN OF CIRCUITS AND INTEGRATED SYSTEMS (DCIS),,,WOS
1648,0.020237228,0.020236516,0.020239044,0.817858934,0.020236116,0.020237688,0.020238852,0.020238578,0.020239631,0.020237431,1965,4,0.817858934,Jao et al. (2015),A Wormhole Attacks Detection using a QTS algorithm with MA in WSN,"2015 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS (SMC 2015): BIG DATA ANALYTICS FOR HUMAN-CENTRIC SYSTEMS",10.1109/SMC.2015.17,http://dx.doi.org/10.1109/SMC.2015.17,WOS
1649,0.025565263,0.025550824,0.025552219,0.025564186,0.770005465,0.025551304,0.025553739,0.025557853,0.025549654,0.025549496,1966,5,0.770005465,Jarpe (2020),An Alternative Diffie-Hellman Protocol,CRYPTOGRAPHY,10.3390/cryptography4010005,http://dx.doi.org/10.3390/cryptography4010005,WOS
1650,0.021164479,0.117730074,0.021168929,0.021162264,0.021167235,0.021164827,0.021161688,0.712942898,0.021173686,0.021163912,1968,8,0.712942898,Abdel-khalek et al. (2021),Atomic Fisher information and entanglement forecasting for quantum system based on artificial neural network and time series model,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,10.1002/qua.26446,http://dx.doi.org/10.1002/qua.26446,WOS
1651,0.798612833,0.022379551,0.022378275,0.022374921,0.022377122,0.022374216,0.022378305,0.022375172,0.022373352,0.022376252,1969,1,0.798612833,Xie & Feng (2021),Heterodyne detection enhanced by quantum correlation,CHINESE OPTICS LETTERS,10.3788/COL202119.072701,http://dx.doi.org/10.3788/COL202119.072701,WOS
1652,0.019133078,0.019131158,0.019135222,0.019129563,0.82780695,0.019132733,0.019130504,0.019130643,0.019135002,0.01913514,1970,5,0.82780695,Ocampos-Guillen et al. (2019),Optimising the interconnection of free-space to fibre quantum networks,QUANTUM TECHNOLOGY INTERNATIONAL CONFERENCE 2018 (QTECH 2018),10.1051/epjconf/201919800007,http://dx.doi.org/10.1051/epjconf/201919800007,WOS
1653,0.01697617,0.016973974,0.016973933,0.016975092,0.847228587,0.016974935,0.016973842,0.016975114,0.016973093,0.016975276,1971,5,0.847228587,Neumann et al. (2017),Quantum Communications Uplink to a 3U CubeSat,2017 IEEE INTERNATIONAL CONFERENCE ON SPACE OPTICAL SYSTEMS AND APPLICATIONS (ICSOS),,,WOS
1654,0.02334631,0.7898646,0.023376465,0.023345739,0.023343224,0.023341898,0.023344016,0.023350496,0.023340883,0.023346348,1972,2,0.7898646,Ortiz-Gutierrez et al. (2018),Experimental Fock-State Superradiance,PHYSICAL REVIEW LETTERS,10.1103/PhysRevLett.120.083603,http://dx.doi.org/10.1103/PhysRevLett.120.083603,WOS
1655,0.021128898,0.021130217,0.021128055,0.021128153,0.809850454,0.021125583,0.021127664,0.021128615,0.021125356,0.021127027,1973,5,0.809850454,Han et al. (2021),Proof-of-principle demonstration of semi-quantum key distribution based on the Mirror protocol,EPJ QUANTUM TECHNOLOGY,10.1140/epjqt/s40507-021-00117-8,http://dx.doi.org/10.1140/epjqt/s40507-021-00117-8,WOS
1656,0.022205139,0.022203393,0.022202253,0.800180614,0.022201344,0.022203861,0.022200845,0.022201957,0.022197468,0.022203101,1974,4,0.800180614,Diao (2019),Application of Improved Quantum Evolutionary Algorithm in Computer Network Routing Selection,NONLINEAR OPTICS QUANTUM OPTICS-CONCEPTS IN MODERN OPTICS,,,WOS
1657,0.02083981,0.020824462,0.020828485,0.020826908,0.812546432,0.020827526,0.02082718,0.02082938,0.020823738,0.020826055,1975,5,0.812546432,Gonzalez Vasco et al. (2020),Group Key Establishment in a Quantum-Future Scenario,INFORMATICA,10.15388/20-INFOR427,http://dx.doi.org/10.15388/20-INFOR427,WOS
1658,0.023332898,0.023333985,0.790007472,0.023330146,0.023330923,0.023332691,0.023331521,0.023331668,0.023338314,0.023330409,1976,3,0.790007472,Han & Ding (2016),Image transfer through coherent population trapping based on an atomic ensemble,CHINESE PHYSICS B,10.1088/1674-1056/25/12/124201,http://dx.doi.org/10.1088/1674-1056/25/12/124201,WOS
1659,0.018387288,0.018376477,0.01837855,0.834597647,0.018376186,0.018376494,0.018377809,0.018378852,0.018374879,0.018375846,1977,4,0.834597647,Krivachy et al. (2021),High-speed batch processing of semidefinite programs with feedforward neural networks,NEW JOURNAL OF PHYSICS,10.1088/1367-2630/ac2d72,http://dx.doi.org/10.1088/1367-2630/ac2d72,WOS
1660,0.022648148,0.02264815,0.022652356,0.022649795,0.796135306,0.022654694,0.022655535,0.022648966,0.022649774,0.022657279,1978,5,0.796135306,Liu et al. (2018),Technology of Satellite-ground Combined Video Transmission Based on Quantum Key Distribution,2018 2ND IEEE CONFERENCE ON ENERGY INTERNET AND ENERGY SYSTEM INTEGRATION (EI2),,,WOS
1661,0.019662494,0.823050678,0.019660462,0.01966016,0.01965978,0.019663196,0.019660022,0.019661987,0.019660257,0.019660957,1979,2,0.823050678,Brennen et al. (2015),Focus on Quantum Memory,NEW JOURNAL OF PHYSICS,10.1088/1367-2630/17/5/050201,http://dx.doi.org/10.1088/1367-2630/17/5/050201,WOS
1662,0.021995146,0.021990679,0.021991549,0.021993084,0.021991201,0.021993108,0.021995373,0.802064478,0.021994013,0.021991389,1980,8,0.802064478,Qian et al. (2022),Interatomic force from neural network based variational quantum Monte Carlo,JOURNAL OF CHEMICAL PHYSICS,10.1063/5.0112344,http://dx.doi.org/10.1063/5.0112344,WOS
1663,0.018889477,0.018888421,0.018889032,0.830002844,0.018887643,0.018887309,0.01888757,0.018890597,0.018886423,0.01889069,1981,4,0.830002844,Niu et al. (2018),Forecasting Daily Runoff by Extreme Learning Machine Based on Quantum-Behaved Particle Swarm Optimization,JOURNAL OF HYDROLOGIC ENGINEERING,10.1061/(ASCE)HE.1943-5584.0001625,http://dx.doi.org/10.1061/(ASCE)HE.1943-5584.0001625,WOS
1664,0.019589132,0.019586254,0.019586751,0.019587811,0.019586477,0.019586036,0.019590668,0.823714435,0.019586042,0.019586405,1982,8,0.823714435,Qiu et al. (2019),Hybrid Chaotic Radial Basis Function Neural Oscillatory Network (HCRBFNON) for Financial Forecast and Trading System,2019 IEEE SYMPOSIUM SERIES ON COMPUTATIONAL INTELLIGENCE (IEEE SSCI 2019),,,WOS
1665,0.020612121,0.020613214,0.020612612,0.814473093,0.02061047,0.020613009,0.02061744,0.020611675,0.020625053,0.020611288,1983,4,0.814473093,Ben Geloun et al. (2020),On-the-fly Optimization of Parallel Computation of Symbolic Symplectic Invariants,2020 19TH INTERNATIONAL SYMPOSIUM ON PARALLEL AND DISTRIBUTED COMPUTING (ISPDC 2020),10.1109/ISPDC51135.2020.00023,http://dx.doi.org/10.1109/ISPDC51135.2020.00023,WOS
1666,0.017817151,0.017819192,0.0178135,0.017812949,0.017812341,0.017815357,0.017814236,0.017814424,0.01781375,0.839667082,1984,10,0.839667082,Siverns & Quraishi (2017),Ion trap architectures and new directions,QUANTUM INFORMATION PROCESSING,10.1007/s11128-017-1760-2,http://dx.doi.org/10.1007/s11128-017-1760-2,WOS
1667,0.020003414,0.020005092,0.020003747,0.819972873,0.02000319,0.020001836,0.020002376,0.020002775,0.020001553,0.020003164,1986,4,0.819972873,Bravyi et al. (2018),Quantum advantage with shallow circuits,SCIENCE,10.1126/science.aar3106,http://dx.doi.org/10.1126/science.aar3106,WOS
1668,0.022215843,0.800049067,0.022217978,0.022215633,0.0222192,0.022216592,0.022216694,0.022215841,0.022214543,0.022218632,1988,2,0.800049067,van Leent et al. (2022),Entangling single atoms over 33 km telecom fibre,NATURE,10.1038/s41586-022-04764-4,http://dx.doi.org/10.1038/s41586-022-04764-4,WOS
1669,0.024716249,0.024718234,0.777516425,0.024718257,0.024726007,0.024725262,0.02471862,0.024719495,0.024719451,0.024721982,1989,3,0.777516425,Yang et al. (2021),A perspective on twisted light from on-chip devices,APL PHOTONICS,10.1063/5.0060736,http://dx.doi.org/10.1063/5.0060736,WOS
1670,0.021259464,0.808657825,0.021259505,0.021260239,0.021264009,0.021262513,0.021259107,0.021260638,0.021257695,0.021259019,1990,2,0.808657825,Ren et al. (2021),Distribution of Multiplexed Continuous-Variable Entanglement for Quantum Networks,LASER & PHOTONICS REVIEWS,10.1002/lpor.202100586,http://dx.doi.org/10.1002/lpor.202100586,WOS
1671,0.017799793,0.017796233,0.01779747,0.017803529,0.017796842,0.017797083,0.017797671,0.83981806,0.017796708,0.017796611,1991,8,0.83981806,Wang et al. (2021),Intelligent multivariable air-quality forecasting system based on feature selection and modified evolving interval type-2 quantum fuzzy neural network,ENVIRONMENTAL POLLUTION,10.1016/j.envpol.2021.116429,http://dx.doi.org/10.1016/j.envpol.2021.116429,WOS
1672,0.022366552,0.022360282,0.022361167,0.798742533,0.022360655,0.02235966,0.022362459,0.022366812,0.022360645,0.022359256,1992,4,0.798742533,Li et al. (2018),Hybridizing Chaotic and Quantum Mechanisms and Fruit Fly Optimization Algorithm with Least Squares Support Vector Regression Model in Electric Load Forecasting,ENERGIES,10.3390/en11092226,http://dx.doi.org/10.3390/en11092226,WOS
1673,0.023169048,0.791542351,0.023164028,0.023157485,0.023167027,0.023157928,0.023159368,0.023159502,0.023160964,0.023162296,1993,2,0.791542351,Schimpf et al. (2021),Entanglement-based quantum key distribution with a blinking-free quantum dot operated at a temperature up to 20 K,ADVANCED PHOTONICS,10.1117/1.AP.3.6.065001,http://dx.doi.org/10.1117/1.AP.3.6.065001,WOS
1674,0.027129952,0.755824327,0.027130544,0.027132962,0.027133269,0.027129203,0.02713041,0.027131438,0.027128287,0.027129631,1994,2,0.755824327,Zhao et al. (2021),Multicast-based N-party remote-state preparation of arbitrary Greenberger-Horne-Zeilinger-class states,PHYSICAL REVIEW A,10.1103/PhysRevA.104.062616,http://dx.doi.org/10.1103/PhysRevA.104.062616,WOS
1675,0.021304922,0.021309659,0.808246553,0.021304591,0.021313597,0.021304272,0.021305239,0.021303257,0.021302456,0.021305468,1995,3,0.808246553,Shen et al. (2019),Group-III-Nitride Superluminescent Diodes for Solid-State Lighting and High-Speed Visible Light Communications,IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS,10.1109/JSTQE.2019.2915995,http://dx.doi.org/10.1109/JSTQE.2019.2915995,WOS
1676,0.018286241,0.018289307,0.018284198,0.018288415,0.018286044,0.018283824,0.835423291,0.018288909,0.018283524,0.018286221,1996,7,0.835423291,Barri et al. (2022),Studying the Feasibility of Postoperative Monitoring of Spinal Fusion Progress Using a Self-Powered Fowler-Nordheim Sensor-Data-Logger,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10.1109/TBME.2021.3103776,http://dx.doi.org/10.1109/TBME.2021.3103776,WOS
1677,0.021425279,0.021423323,0.021422701,0.021422286,0.021421615,0.021421488,0.021421054,0.807196736,0.021423759,0.021421785,1997,8,0.807196736,Zhang et al. (2022),Experimental demonstration of adversarial examples in learning topological phases,NATURE COMMUNICATIONS,10.1038/s41467-022-32611-7,http://dx.doi.org/10.1038/s41467-022-32611-7,WOS
1678,0.023556188,0.023554364,0.787991345,0.023553673,0.023554718,0.02355778,0.023555754,0.02355613,0.02356367,0.02355637,1998,3,0.787991345,Bauer et al. (2022),1.5-mu m Indium Phosphide-based Quantum Dot Lasers and Optical Amplifiers,2022 OPTICAL FIBER COMMUNICATIONS CONFERENCE AND EXHIBITION (OFC),,,WOS
1679,0.024464007,0.779817641,0.024463337,0.024463322,0.024467034,0.024468541,0.024464693,0.024463153,0.024465321,0.024462935,1999,2,0.779817641,Sagheer et al. (2015),Teleportation with Multiple Accelerated Partners,COMMUNICATIONS IN THEORETICAL PHYSICS,,,WOS
1680,0.016427042,0.016427225,0.016429175,0.016423935,0.852160752,0.0164249,0.016425774,0.016425215,0.016427027,0.016428979,2000,5,0.852160752,Bouchard et al. (2018),Quantum cryptography with twisted photons through an outdoor underwater channel,OPTICS EXPRESS,10.1364/OE.26.022563,http://dx.doi.org/10.1364/OE.26.022563,WOS
1681,0.803749382,0.02180293,0.021810452,0.021803385,0.021802828,0.021806747,0.0218076,0.021806143,0.021804821,0.021805707,2002,1,0.803749382,Li et al. (2022),"Synthesis, modification strategies and applications of coal-based carbon materials",FUEL PROCESSING TECHNOLOGY,10.1016/j.fuproc.2022.107203,http://dx.doi.org/10.1016/j.fuproc.2022.107203,WOS
1682,0.020532915,0.020530002,0.020531885,0.020530991,0.02053,0.020532696,0.020531245,0.81521678,0.020532163,0.020531325,2003,8,0.81521678,Xia et al. (2022),Potential Application of Machine-Learning-Based Quantum Chemical Methods in Environmental Chemistry,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/acs.est.1c05970,http://dx.doi.org/10.1021/acs.est.1c05970,WOS
1683,0.022418242,0.022414979,0.022415696,0.798249543,0.02241512,0.022418333,0.022417478,0.022420002,0.022414884,0.022415724,2004,4,0.798249543,Li et al. (2019),Air Pollutant Concentration Forecast Based on Support Vector Regression and Quantum-Behaved Particle Swarm Optimization,ENVIRONMENTAL MODELING & ASSESSMENT,10.1007/s10666-018-9633-3,http://dx.doi.org/10.1007/s10666-018-9633-3,WOS
1684,0.027627164,0.027629996,0.027627284,0.02762395,0.027624937,0.027628187,0.027626082,0.027625846,0.751359522,0.027627027,2005,9,0.751359522,Da Lio et al. (2020),Stable Transmission of High-Dimensional Quantum States Over a 2-km Multicore Fiber,IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS,10.1109/JSTQE.2019.2960937,http://dx.doi.org/10.1109/JSTQE.2019.2960937,WOS
1685,0.021313189,0.021314831,0.021313336,0.021316256,0.808164835,0.021319136,0.021314757,0.021314738,0.021314505,0.021314401,2006,5,0.808164835,Gunawardena & Kulkarni (2016),A Symmetric Key Based Secure Communication Framework Using Adaptive Steganography,2016 4TH INTERNATIONAL CONFERENCE ON INFORMATION AND COMMUNICATION TECHNOLOGY (ICOICT),,,WOS
1686,0.021742301,0.804406583,0.021735046,0.02172859,0.021731397,0.021728378,0.021730389,0.021730375,0.021737689,0.021729227,2007,2,0.804406583,Zeng et al. (2022),Deterministic distribution of orbital angular momentum multiplexed continuous-variable entanglement and quantum steering,PHOTONICS RESEARCH,10.1364/PRJ.442925,http://dx.doi.org/10.1364/PRJ.442925,WOS
1687,0.022249464,0.022258036,0.022248726,0.022246851,0.79974848,0.022251664,0.022250166,0.022248538,0.022247098,0.022250978,2008,5,0.79974848,Gong et al. (2022),Bi-directional semi-quantum secure direct communication protocol based on high-dimensional single-particle states,ACTA PHYSICA SINICA,10.7498/aps.71.20211702,http://dx.doi.org/10.7498/aps.71.20211702,WOS
1688,0.019876393,0.019878197,0.019887341,0.019879317,0.019877322,0.019874793,0.01987757,0.821098328,0.019872084,0.019878643,2010,8,0.821098328,Liu et al. (2021),Computational ghost imaging based on an untrained neural network,OPTICS AND LASERS IN ENGINEERING,10.1016/j.optlaseng.2021.106744,http://dx.doi.org/10.1016/j.optlaseng.2021.106744,WOS
1689,0.022872128,0.794137776,0.022873664,0.022870561,0.022876028,0.022876473,0.022872338,0.022873722,0.022872902,0.022874398,2011,2,0.794137776,Schimpf et al. (2021),Quantum dots as potential sources of strongly entangled photons: Perspectives and challenges for applications in quantum networks,APPLIED PHYSICS LETTERS,10.1063/5.0038729,http://dx.doi.org/10.1063/5.0038729,WOS
1690,0.020399548,0.020398946,0.020399578,0.020404469,0.020398997,0.020402245,0.020399947,0.816396534,0.020399516,0.020400221,2012,8,0.816396534,Kasabov (2018),Deep Learning in Spiking Neural Networks for Brain-Inspired Artificial intelligence,COMPUTER SYSTEMS AND TECHNOLOGIES (COMPSYSTECH'18),10.1145/3274005.3274006,http://dx.doi.org/10.1145/3274005.3274006,WOS
1691,0.020428235,0.02043554,0.02042711,0.020435149,0.020431587,0.020426072,0.020429811,0.816134036,0.020425586,0.020426903,2013,8,0.816134036,Tuysuz et al. (2021),Hybrid quantum classical graph neural networks for particle track reconstruction,QUANTUM MACHINE INTELLIGENCE,10.1007/s42484-021-00055-9,http://dx.doi.org/10.1007/s42484-021-00055-9,WOS
1692,0.022814896,0.022810936,0.022812229,0.022823744,0.022810942,0.022814807,0.022812482,0.022823019,0.022810018,0.794666946,2014,10,0.794666946,Li et al. (2022),Empowering Metasurfaces with Inverse Design: Principles and Applications,ACS PHOTONICS,10.1021/acsphotonics.1c01850,http://dx.doi.org/10.1021/acsphotonics.1c01850,WOS
1693,0.024551827,0.024570361,0.024553351,0.024550768,0.779015183,0.024551494,0.024550773,0.024551803,0.024551917,0.024552528,2015,5,0.779015183,Bauml et al. (2015),Limitations on quantum key repeaters,NATURE COMMUNICATIONS,10.1038/ncomms7908,http://dx.doi.org/10.1038/ncomms7908,WOS
1694,0.017572053,0.017570948,0.017573379,0.017571433,0.841846645,0.017574167,0.01757212,0.017572096,0.017572345,0.017574795,2016,5,0.841846645,Asif & Buchanan (2017),Quantum-to-the-Home: Achieving Gbits/s Secure Key Rates via Commercial Off-the-Shelf Telecommunication Equipment,SECURITY AND COMMUNICATION NETWORKS,10.1155/2017/7616847,http://dx.doi.org/10.1155/2017/7616847,WOS
1695,0.017614748,0.017616939,0.017616073,0.017616561,0.017616341,0.017615162,0.017615112,0.01761426,0.017614763,0.841460049,2017,10,0.841460049,Bienfang et al. (2022),"Materials, devices, and systems for high-speed single-photon counting",MRS BULLETIN,10.1557/s43577-022-00345-y,http://dx.doi.org/10.1557/s43577-022-00345-y,WOS
1696,0.021145495,0.809687614,0.021145297,0.021144576,0.021144859,0.021148393,0.021145161,0.021145318,0.021144038,0.021149246,2018,2,0.809687614,Zang et al. (2016),Deterministic generation of large scale atomic W states,OPTICS EXPRESS,10.1364/OE.24.012293,http://dx.doi.org/10.1364/OE.24.012293,WOS
1697,0.025550628,0.025550064,0.025549853,0.025550919,0.025549727,0.025549602,0.025550434,0.77005142,0.025546519,0.02555084,2019,8,0.77005142,Wang et al. (2021),Exploration of Quantum Neural Architecture by Mixing Quantum Neuron Designs,2021 IEEE/ACM INTERNATIONAL CONFERENCE ON COMPUTER AIDED DESIGN (ICCAD),10.1109/ICCAD51958.2021.9643575,http://dx.doi.org/10.1109/ICCAD51958.2021.9643575,WOS
1698,0.019992298,0.019993091,0.019994507,0.019994229,0.01999538,0.019994723,0.820054352,0.019994801,0.019990964,0.019995643,2020,7,0.820054352,Amato et al. (2017),Beyond the Limits of Classic Backscattering Communications: a Quantum Tunneling RFID Tag,2017 IEEE INTERNATIONAL CONFERENCE ON RFID (RFID),,,WOS
1699,0.022460805,0.022460254,0.022463575,0.022462232,0.02246742,0.022463981,0.022462983,0.797833264,0.022459731,0.022465749,2021,8,0.797833264,Perdomo-Ortiz et al. (2018),Opportunities and challenges for quantum-assisted machine learning in near-term quantum computers,QUANTUM SCIENCE AND TECHNOLOGY,10.1088/2058-9565/aab859,http://dx.doi.org/10.1088/2058-9565/aab859,WOS
1700,0.025421312,0.025421316,0.025423069,0.025419438,0.771208882,0.025422644,0.025422612,0.025420256,0.025419302,0.025421169,2022,5,0.771208882,Ye et al. (2022),An Efficient Semi-Quantum Key Distribution Protocol and Its Security Proof,IEEE COMMUNICATIONS LETTERS,10.1109/LCOMM.2022.3158906,http://dx.doi.org/10.1109/LCOMM.2022.3158906,WOS
1701,0.020782266,0.020781459,0.020780893,0.020781726,0.020781152,0.020781269,0.020780183,0.020784354,0.020778211,0.812968493,2023,10,0.812968493,Baumgartner et al. (2019),Design and realization of future compact external-cavity diode laser systems,COMPONENTS AND PACKAGING FOR LASER SYSTEMS V,10.1117/12.2509620,http://dx.doi.org/10.1117/12.2509620,WOS
1702,0.019426465,0.019425185,0.019425325,0.019426621,0.825167596,0.01942434,0.019426463,0.01942626,0.01942513,0.019426588,2024,5,0.825167596,Wang et al. (2020),End-to-End Quantum Key Distribution (QKD) from Metro to Access Networks,2020 16TH INTERNATIONAL CONFERENCE ON THE DESIGN OF RELIABLE COMMUNICATION NETWORKS DRCN 2020,,,WOS
1703,0.019926501,0.019931372,0.019926529,0.019924456,0.820667446,0.019924141,0.019924995,0.019924767,0.019921448,0.019928345,2025,5,0.820667446,Lee et al. (2016),Countermeasure against blinding attacks on low-noise detectors with a background-noise-cancellation scheme,PHYSICAL REVIEW A,10.1103/PhysRevA.94.062321,http://dx.doi.org/10.1103/PhysRevA.94.062321,WOS
1704,0.018468233,0.833782196,0.018467957,0.018473512,0.018468237,0.018468391,0.018467117,0.018468974,0.018466534,0.018468855,2026,2,0.833782196,Yang et al. (2022),Realizing coherently convertible dual-type qubits with the same ion species,NATURE PHYSICS,10.1038/s41567-022-01661-5,http://dx.doi.org/10.1038/s41567-022-01661-5,WOS
1705,0.027258784,0.027257418,0.027261304,0.027256928,0.027256871,0.02725957,0.027257344,0.027257921,0.754675031,0.027258845,2027,9,0.754675031,Wang (2017),Data information transfer using complex optical fields: a review and perspective,CHINESE OPTICS LETTERS,10.3788/COL201715.030005,http://dx.doi.org/10.3788/COL201715.030005,WOS
1706,0.021030484,0.021041067,0.021031929,0.021031907,0.021037379,0.810704887,0.021030091,0.021030538,0.021030553,0.02103116,2028,6,0.810704887,Lee et al. (2021),Post-quantum blockchain for secure communication in IoT-based smart home services,INTERNATIONAL JOURNAL OF EMBEDDED SYSTEMS,,,WOS
1707,0.019948922,0.820453763,0.019950388,0.019948717,0.019950543,0.019949777,0.019948745,0.019949391,0.019946776,0.019952964,2029,2,0.820453763,Li et al. (2019),Experimental quantum repeater without quantum memory,NATURE PHOTONICS,10.1038/s41566-019-0468-5,http://dx.doi.org/10.1038/s41566-019-0468-5,WOS
1708,0.027213747,0.027210534,0.027212217,0.027212325,0.027211029,0.027216297,0.027211402,0.755088687,0.027210908,0.027212841,2030,8,0.755088687,Amin et al. (2022),Brain tumor detection and classification using machine learning: a comprehensive survey,COMPLEX & INTELLIGENT SYSTEMS,10.1007/s40747-021-00563-y,http://dx.doi.org/10.1007/s40747-021-00563-y,WOS
1709,0.024996104,0.024993926,0.775038183,0.024995839,0.024993267,0.024992265,0.025008028,0.024995137,0.024991551,0.024995686,2031,3,0.775038183,Fujimoto et al. (2017),Feasibility Study of Adaptive Gain Control of Quantum-Dot SOA for Unicast/Multicast Wavelength Selective Routing Systems in T-band,2017 22ND MICROOPTICS CONFERENCE (MOC),,,WOS
1710,0.019947993,0.019948794,0.019948788,0.019950375,0.820445299,0.019954007,0.019952103,0.019949494,0.019951152,0.019952001,2033,5,0.820445299,Amer et al. (2021),An Introduction to Practical Quantum Key Distribution,IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,10.1109/MAES.2020.3015571,http://dx.doi.org/10.1109/MAES.2020.3015571,WOS
1711,0.026480334,0.02647551,0.026479419,0.026475929,0.026477102,0.02647675,0.02647787,0.026478175,0.761701584,0.026477307,2034,9,0.761701584,Sapunov et al. (2016),Application of Overhauser DNP and K optics INTERMAGNET quantum magnetometers to fundamental physics and cosmology,MAGNETIC RESONANCE IN SOLIDS,,,WOS
1712,0.018578799,0.018571692,0.018574113,0.01857361,0.832830071,0.018575318,0.0185748,0.018574271,0.018573895,0.018573416,2035,5,0.832830071,Abd El-Latif et al. (2020),Providing End-to-End Security Using Quantum Walks in IoT Networks,IEEE ACCESS,10.1109/ACCESS.2020.2992820,http://dx.doi.org/10.1109/ACCESS.2020.2992820,WOS
1713,0.028209541,0.028209552,0.02820844,0.028210528,0.028213458,0.746104836,0.028208956,0.028209805,0.028216405,0.0282085,2037,6,0.746104836,Shang et al. (2019),Unmanned Aerial Vehicle Meets Vehicle-to-Everything in Secure Communications,IEEE COMMUNICATIONS MAGAZINE,10.1109/MCOM.001.1900170,http://dx.doi.org/10.1109/MCOM.001.1900170,WOS
