No,Source,Citation,Publcation Year,Article Title,Source title,Abstract,Keywords,DOI,DOI Link,Document Type
2223,WOS,Gnatyuk et al. (2020),2020,Experimental Study of Secure PRNG for Q-trits Quantum Cryptography Protocols,"2020 IEEE 11TH INTERNATIONAL CONFERENCE ON DEPENDABLE SYSTEMS, SERVICES AND TECHNOLOGIES (DESSERT): IOT, BIG DATA AND AI FOR A SAFE & SECURE WORLD AND INDUSTRY 4.0","Quantum cryptography doesn't depend on computational capabilities of intruders; it uses inviolability of quantum physics postulates (postulate of measurement, no-cloning theorem, uncertainty principle). Some quantum key distribution protocols have absolute (theoretical and informational) stability, but quantum secure direct communication (deterministic) protocols have only asymptotic stability. For a whole class of methods to ensure Q-trit deterministic quantum cryptography protocols stability, reliable trit generation method is required. In this paper, authors have developed a high-speed and secure pseudorandom number (PRN) generation method. This method includes the following steps: initialization of the internal state vector and direct PRN generation. Based on this method TriGen v.2.0 pseudo-random number generator (PRNG) was developed and studied in practice. Therefore, analysing the results of study it can be concluded following: 1) Proposed Q-trit PRNG is better then standard C ++ PRNG and can be used on practice for critical applications; 2) NIST STS technique cannot be used to evaluate the quality (statistical stability) of the Q-trit PRNG and formed trit sequences; 3) TritSTS 2020 technique is suitable for evaluating Q-trit PRNG and trit sequences quality. A future research study can be related to developing a fully-functional version of TritSTS technique and software tool.",,,,Conference Paper
2224,WOS,Preece & Easton (2018),2018,Towards Encrypting Industrial Data on Public Distributed Networks,2018 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA),"This paper addresses the problem of uploading large quantities of sensitive industrial data to a public distributed network by proposing a new framework. The framework combines the existing technologies of the distributed web and distributed ledger to provide a mechanism of encrypting data and choosing whom to share the data with. The framework is designed to work with existing platforms; the InterPlanetary File System (IPFS) and the Ethereum blockchain platforms are used as examples within this paper, though it is stated that similar platforms are capable of providing the requirements for the framework to operate. The framework uses the concept of the Diffie-Hellman Key Exchange (DHKE), and is implemented in three different mechanisms of the DHKE: one-step Elliptical Curve Diffie-Hellman Key Exchange (ECDH); two-step ECDH; and Supersingular Isogeny Diffie-Hellman Key Exchange (SIDH). The paper discusses the security of each along with individual advantages and disadvantages, and concludes that the SIDH is the most appropriate implementation for future use due to it being post-quantum secure.",,,,Conference Paper
2225,WOS,Wu et al. (2022),2022,Zero-dimensional rubidium zinc halide blue-emitting quantum dots for X-ray imaging,JOURNAL OF LUMINESCENCE,"Low-dimensional-networked metal halide (MH) materials are emerged as a new class of semiconductors owing to their unique structure and outstanding photoelectric properties. Compared with the extensively studied three-dimensional (3D) MHs, the zero-dimensional (0D) MHs are of great interest to be widely studied. Here we report the successful colloidal synthesis of all-inorganic lead-free 0D MHs, including undoped and Cu-doped Rb2ZnCl4 quantum dots (QDs) with bright broad blue and cyan emissions, respectively. Combining the theo-retical and experimental study, the band structures are well characterized and the originations of the blue and cyan emissions are attributed to the singlet and triplet self-trapped exciton (STE) emissions, respectively. Finally, owing to the bright radioluminescence (RL), the Cu-doped Rb2ZnCl4 QDs is prepared into a thin film to demonstrate the feasibility for X-ray imaging application. This work not only provides a cyan-emitting all -inorganic 0D MH QDs, but also exploits it as a scintillator for X-ray imaging.",,10.1016/j.jlumin.2022.119374,http://dx.doi.org/10.1016/j.jlumin.2022.119374,Journal
2226,WOS,Meldrum (2019),2019,The Convergence of Information and Operational Technology is Powering the Fourth Industrial Revolution Digital Transformation is an Imperative,PROCEEDINGS OF THE 20TH ANNUAL CONFERENCE ON INFORMATION TECHNOLOGY EDUCATION (SIGITE '19),"Mixed reality, Artificial intelligence and Quantum Compute are disruptive technologies that are lighting up new capabilities and enabling new manufacturing business models around the intelligent cloud and intelligent edge. The notion of an application or experience is becoming more distributed across devices. No application or experience will be a single device experience; every experience is going to be multi-device and is going to be multi-sense. Every one of these experiences is going to be deeply infused with AI. AI is going to be everywhere: in our networks, in our datacenters, in our devices and in every application. As we have this more complex AI-infused distributed fabric, we need new breakthroughs to manage our complex issues. This is where an event-driven, serverless compute processing will be very important. And this will be distributed from cloud to edge. Quantum computing takes a giant leap forward from today's technology-one that will forever alter our economic, industrial, academic, and societal landscape. In just hours, a quantum computer can solve complex problems that would otherwise take billions of years for classical computing to solve. This has massive implications for research in energy, environmental systems, smart materials, and more. Digital technologies are transforming business as we see it today.",,10.1145/3349266.3355614,http://dx.doi.org/10.1145/3349266.3355614,Conference Paper
2227,WOS,Ganeshan et al. (2022),2022,Importance of Nuclear Quantum Effects on Aqueous Electrolyte Transport under Confinement in Ti3C2 MXenes,JOURNAL OF CHEMICAL THEORY AND COMPUTATION,"Protons display a high chemical activity and strongly affect the charge storage capability in confined interlayer spaces of two-dimensional (2D) materials. As such, an accurate representation of proton dynamics under confinement is important for understanding and predicting charge storage dynamics in these materials. While often ignored in atomistic-scale simulations, nuclear quantum effects (NQEs), e.g., tunneling, can be significant under confinement even at room temperature. Using the thermostatted ring polymer molecular dynamics implementation of path integral molecular dynamics (PIMD) in conjunction with the ReaxFF force field, density functional tight binding (DFTB), and NequIP neural network potential simulations, we investigate the role of NQEs on proton and water transport in bulk water and aqueous electrolytes under confinement in Ti3C2 MXenes. Although overall NQEs are relatively small, especially in bulk, we find that they can alter both quantitative values and qualitative trends on both proton transport and water self-diffusion under confinement relative to classical MD predictions. Therefore, our results suggest the need for NQEs to be considered to simulate aqueous systems under confinement for both qualitative and quantitative accuracy.",,10.1021/acs.jctc.2c00771,http://dx.doi.org/10.1021/acs.jctc.2c00771,Journal
2228,WOS,Dochshanov (2018),2018,MULTIDISCIPLINARY ROADMAP FOR STEM EDUCATION: A CASE STUDY,"12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED)","The ubiquitous penetration of technologies into our everyday life may be treated as something inescapable and natural. The ways we interact, get updated, organized have been essentially influenced and facilitated by Smartphones, social networks and others ways of mobile communication. In addition, the use of specialized applications can help people to reduce significantly the times of optimization and development of virtually any imaginable consumer-product from a scratch. However, the continuous exponential growth of available information has already triggered an uprising demand on data-scientists, supposed to organize and extract the statistically valid outcomes for the present and future use. From the other side, the request to increase the collaboration among different scientific fields led people towards an interdisciplinary and multidisciplinary approach, both terms of actual research and the student education. One example may be provided by nanoscience branch, one of the central research trends of today's research and development. In fact, being considered as a multidisciplinary one, where qualitatively new steps are feasible on the base of a close interdisciplinary collaboration, the field keeps unveiling the fundamental nanometer limit of matter due to the intense worldwide research, where classical and quantum concepts merge. Worth-noting, that nano-research, in addition to a close interaction of different majors, requires individuals' effort in terms of acquisition of a certain mindset as well, for which neither continual (classical) nor discrete (atomic) considerations are absolutely prevailing. Therefore, considering both mentioned aspects, from one side, the necessity of dealing with a huge amount of data and from the other side, a flexibility of individuals' mindset in terms of holistic/prone to a synthesis view acquisition, the student education will be more effective taking into account the contextualization, multiperspectivity and interdisciplinary of the learning process at every school level: from primary school to higher education. In this context, the article aims to show how such a methodology can be realized through a research experience based on robotics by using Arduino platform.",,,,Conference Paper
2229,WOS,Khan (2021),2021,Deployment of 1610 nm InAs/InP Quantum-dash Laser Diode in 28-50 GHz Hybrid RoF-RoFSO-Wireless Transmission System,"PROCEEDINGS OF THE 10TH INTERNATIONAL CONFERENCE ON PHOTONICS, OPTICS AND LASER TECHNOLOGY (PHOTOPTICS)","In this paper, we report on our recent demonstrations on deploying mid L-band similar to 1610 nm quantum-dash (Qdash) laser diode (LD) in millimeter-wave (MMW) applications. 28 and 30 GHz MMW beat-tones are generated using a self-injection-locked (SIL) Qdash LD-based comb source (QDCS) with phase noise of similar to 120 dBc/Hz at 1MHz offset frequency. Moreover, we demonstrated transmission of these MMWs over various channels comprising of single-mod-fiber (SMF), generally known as radio-over-fiber (RoF), free-space-optics (FSO), known as radio-over-FSO (RoFS0), and wireless (WL) links, which are attractive solutions for future flexible next-generation access networks (NGANs). In particular, we demonstrated successful transmission of 28 and 30 GHz MMW modulated with analog 2 Gb/s quadrature-phase-shift-keying (QPSK) data over hybrid 20 km SMF - 5 m FSO and 0- 6 m WL channel Moreover, we also discussed our very recent preliminary results of 50 GHz high-frequency generation and transmission utilizing QDCS. In this case, we showed error-free transmission of 2 Gb/s QPSK data over 50 GHz carrier and 11.6 km SMF - 6 m FSO and 0-1 m WL channel. This rule-changing broad multi-wavelength lasing spectrum from Qdash LD and emission covering S- to U-band has made it a prime contender for NGANs.",,10.5220/0010987400003121,http://dx.doi.org/10.5220/0010987400003121,Conference Paper
2230,WOS,Yu et al. (2021),2021,Broadband and sensitive two-dimensional halide perovskite photodetector for full-spectrum underwater optical communication,NANO RESEARCH,"Full-spectrum underwater optical communication (UOC) is of great significance for major strategic needs including resource development, scientific exploration, and homeland security. As the core of the full-spectrum UOC system, photodetectors (PDs) are plagued by stringent requirements including a broadband response, intrinsic water resistance, and a high detectivity. In this work, two-dimensional (2D) halide perovskites (HPs) and corresponding PDs are constructed by stearamine (SA), representing the rarely explored long-chain aliphatic amine series, to own waterproofness, ultralow noise, and superior optoelectronic performance, which consequently enable a high suitability for UOC. By dimensionality and composition modulations to extend the absorption onset down to 1.5 eV, a broadband response covering the entire transmission window of water (> 1.55 eV) for full- spectrum UOC can be obtained. Besides, featuring a high responsivity of 3.27 A center dot W-1, a peak external quantum efficiency (EQE) of 630%, fast rise/decay times of 0.35 ms/0.54 ms, a superior detectivity up to 1.35 x 10(12) Jones and the capability to distinguish various waveforms and light intensities, the PDs present sensitive and persistent photoresponse underwater. As a result, proof-of-concept wireless transmission of ASCII codes in water is demonstrated.",,10.1007/s12274-020-3174-1,http://dx.doi.org/10.1007/s12274-020-3174-1,Journal
2231,WOS,Ji et al. (2016),2016,Polarization preservation of partially coherent Hermite-Gaussian beams for multiple-degrees-of-freedom free-space communication,JOURNAL OF INFRARED AND MILLIMETER WAVES,"The properties of polarization preservation of partially coherent Hermite-Gaussian beams propagating along different atmospheric turbulence paths were studied. The analytical expressions for the polarization of partially coherent Hermite-Gaussian beams propagating through atmospheric turbulence along different paths have been derived. It is shown that the larger the coherence length is, and the larger the beam order m, n are, the less the polarization is changed. We found that the evolution properties of the polarization in slant-down paths through turbulent atmosphere are similar to the case in free space if the condition zenith angle xi < pi/4 is satisfied. While at a long propagation distance, evolution properties of polarization in horizontal paths of turbulent atmosphere differs much from those in free space and in slant paths. The results may allow one to choose the optimal propagation path in terms of specific applications, which is helpful for future experimental implementation of multiple-degrees-of-freedom free-space communication.",,,,Journal
2232,WOS,Yusoff et al. (2015),2015,Au-doped single layer graphene nanoribbons for a record-high efficiency ITO-free tandem polymer solar cell,ENERGY & ENVIRONMENTAL SCIENCE,"Polymer solar cells (PSCs) are apparently becoming one of the leading technologies to reduce our dependency on traditional power sources. However, the frequent use of a transparent conductive electrode, indium-tin-oxide (ITO), in the present PSC technologies has increased the overall expenses. In addition, its brittleness in nature could limit the future development of PSCs, particularly in a flexible format. Here, we report on the development of Au-doped single layer graphene nanoribbons (Au-doped SLGNRs) as an option to the transparent conducting electrode (indium tin oxide, ITO) that could yield a single-layer PSC with power conversion and external quantum efficiencies comparable to commonly used transparent electrodes. When the Au-doped SLGNRs are implemented in tandem architecture, a power conversion efficiency (PCE) of 8.48% is achieved. This is the highest efficiency for ITO-free tandem PSCs to date. The improved performance of the Au-doped SLGNR anode is characterized to the structure of the device that enables a hole transport from the active layer into the Au-doped SLGNR anode.",,10.1039/c5ee00749f,http://dx.doi.org/10.1039/c5ee00749f,Journal
2233,WOS,Puckett et al. (2021),2021,422 Million intrinsic quality factor planar integrated all-waveguide resonator with sub-MHz linewidth,NATURE COMMUNICATIONS,"High quality-factor (Q) optical resonators are a key component for ultra-narrow linewidth lasers, frequency stabilization, precision spectroscopy and quantum applications. Integration in a photonic waveguide platform is key to reducing cost, size, power and sensitivity to environmental disturbances. However, to date, the Q of all-waveguide resonators has been relegated to below 260 Million. Here, we report a Si3N4 resonator with 422 Million intrinsic and 3.4 Billion absorption-limited Qs. The resonator has 453kHz intrinsic, 906kHz loaded, and 57kHz absorption-limited linewidths and the corresponding 0.060dBm(-1) loss is the lowest reported to date for waveguides with deposited oxide upper cladding. These results are achieved through a careful reduction of scattering and absorption losses that we simulate, quantify and correlate to measurements. This advancement in waveguide resonator technology paves the way to all-waveguide Billion Q cavities for applications including nonlinear optics, atomic clocks, quantum photonics and high-capacity fiber communications. Integrated photonic all-waveguide resonators are a critical component in many future applications. Here the authors develop an optimized photonic all-waveguide resonator with an ultra-high quality factor, Q, of almost half a billion, and a narrow sub-MHz linewidth.",,10.1038/s41467-021-21205-4,http://dx.doi.org/10.1038/s41467-021-21205-4,Journal
2234,WOS,Xu (2022),2022,Emerging Enabling Technologies for Industry 4.0 and Beyond,INFORMATION SYSTEMS FRONTIERS,"Rapid advances in technology have spurred tremendous progress in developing the next generation of Industry 4.0 that was initially introduced in 2011 as a German strategic initiative for revolutionizing the manufacturing sector. Ten years have passed since 2011. In these ten years, numerous new and promising technologies and applications have been developed. The original concept of Industry 4.0, including the conceptual framework, technology framework, and enabling technologies, has experienced tremendous changes. As such, the new generation of Industry 4.0 emerges, which is also called Industry 5.0. Today, we are on the cusp of the Industry 4.0 evolution supported by a new set of enabling technologies. In such evolution of Industry 4.0, future Industry 4.0 requires a combination of recently emerging new technologies, which is giving rise to the emergence of the next generation of Industry 4.0 or Industry 5.0. Such technologies originate from different disciplines, including Artificial Intelligence (AI), 5G/6G, Quantum Computing, and others. The technologies in the original Industry 4.0 framework, such as Cyber-Physical Systems, IoT, etc., will be affected by Artificial Intelligence (AI), 5G/6G, and Quantum Computing. At this present moment, the emergence of a new era of Industry 4.0 can be seen. In this paper, we briefly survey the main emerging enabling technologies in Industry 4.0 as it relates to industries.",,10.1007/s10796-021-10213-w,http://dx.doi.org/10.1007/s10796-021-10213-w,Journal
2235,WOS,Cai et al. (2019),2019,Application of quantum artificial bee colony for energy management by considering the heat and cooling storages,APPLIED THERMAL ENGINEERING,"In this study, we proposed a method to program an EH (i.e. energy hub) that procures the electrical power, thermal power and cooling loads. This proposed method also is a management model for continuous utilities as well as on/off controllable ones. Moreover, this paper comprehensively modeled the features of energy hub elements including: power losses, amortization expenditure of electricity, thermal power and cooling power storage systems and also feasible operating area of mixed thermal and electrical energy units. Suggested model is applied over 2 summer/winter ordinary days in different scenarios for investigation the effect of power storage system, giving power to network, intelligent charge/discharge the electrical cars as well as handling the controllable utilities. Numerical results demonstrate, utilizing of energy hub and management of loads lead to significant profits for user as well as power network. Furthermore, as shown in this study, using of electric vehicles (EV) results in smoothing of load profile in time of employing the demand response program (DRP).",,10.1016/j.applthermaleng.2019.113742,http://dx.doi.org/10.1016/j.applthermaleng.2019.113742,Journal
2236,WOS,Pimentel et al. (2019),2019,LCTs 6 years operations: more than 25.000 successful optical links,2019 IEEE INTERNATIONAL CONFERENCE ON SPACE OPTICAL SYSTEMS AND APPLICATIONS (IEEE ICSOS),"Laser Communication Terminals (LCTs) became commercial units and proved the quality and capabilities of optical communications. TESAT's LCTs have successfully accomplished more than 25.000 links in the past six years. In this paper, an overview of the results generated during this time is presented. Eight LCTs 135, 1064 nm wavelength are/have been in operation in the past six years. Two LC Ts are on board of gcostationary satellites (GD)s) and six are/were on board of low-orbit satellites (LE0s) covering wide range of missions from earth observation (e.g. Copernicus program) and surveillance to technology demonstrator payloads (e.g. TDP1 Experimentation Program) [1] [2]. Space to ground links (SGI.$) have been demonstrated using different art of optical ground stations (OGS). Up- and down-optical links with and without communication between the Technology Demonstrator Payload 1 (TDP1) and the DLR Transportable Adaptive Optics Ground Station (T-AOGS) [121 have been used for experimental purpose, contributing to the data generation for atmospheric modelling and supporting the experts in building a better understanding of atmospheric impact onto the optical channel [31. In order to implement and operate the LCTs, new operational concepts have been developed. Generation of operational products like link requests or commanding files has been supported and tuned [51 [21. Further technology applications like airborne terminals are currently under validation. In 2019, several companies have started the verification of their terminals using the E2E test bed TDP1 and the T-AOGS described in [4]. Testing campaigns are ongoing in 2019. The TDP1 test bed has also supported quantum key distribution (QKD) verifications [7] [13] and optical channel characterization [91. Methods for analysis, characterization and assessment of trends and performances of the LCTs in space and OGS have been developed and implemented. The Long Term Performance Analysis (LTPA) enables the assessment of potential degradations and allows for an introduction of corresponding counter measures (i.e. parameter settings modifications) preventing from negative impact on operations and services [61 [10]. The knowledge gained from the TDP1 Program has been an important contribution to the Consultative Committee for Space Data Systems (CCSDS). [8]",,,,Conference Paper
2237,WOS,Pan et al. (2022),2022,High-Efficiency and Wavelength-Tunable Near-Infrared Emission of Lanthanide Ions Doped Lead-Free Halide Double Perovskite Nanocrystals toward Fluorescence Imaging,ACS APPLIED MATERIALS & INTERFACES,"Near-infrared (NIR) fluorescent materials show unique photophysical properties, which make them widely used in optical communication, night vision imaging, biomedicine, and other applications. However, the development of high-efficiency and wavelength-tunable NIR nanomaterials is still a challenge. Herein, a series of lanthanide ions doped Cs2AgIn0.99Bi0.01Cl6 double perovskite nanocrystals (DPNCs) with wavelength-tunable NIR light emission (800-1600 nm) have been synthesized. The optimal photoluminescence quantum yield (PLQY) of the DPNCs reaches 66.7%, which is a record value for DPNCs. It is mainly attributed to the contribution of NIR emission of lanthanide ions doped into DPNCs. More importantly, the series of NIR emission wavelengths of lanthanide ions doped Cs2AgIn0.99Bi0.01Cl6 DPNCs include not only shorter-wavelength NIR light (& LE;900 nm) but also longer-wavelength NIR light (> 900 nm), which are more appropriate for foodstuff analysis and medical diagnosis applications. Furthermore, 11.2% Nd3+ doped Cs2AgIn0.99Bi0.01Cl6 DPNCs with the optimal PLQY were embedded in a polymethyl methacrylate (PMMA) polymer matrix (DPNCs@PMMA), and the stability of DPNCs modified by PMMA has been greatly improved. Finally, the 11.2% Nd3+ ions doped Cs2AgIn0.99Bi0.01Cl6 DPNCs@PMMA based NIR LEDs have demonstrated good night vision and human tissue penetration. This work indicates that lanthanide ions doped DPNCs have a potential in NIR light applications and could inspire future research to explore novel lanthanide ions doped semiconductor NCs based NIR LEDs.",,10.1021/acsami.2c10350,http://dx.doi.org/10.1021/acsami.2c10350,Journal
2238,WOS,Hu et al. (2020),2020,All-dielectric metasurfaces for polarization manipulation: principles and emerging applications,NANOPHOTONICS,"Metasurfaces, composed of specifically designed subwavelength units in a two-dimensional plane, offer a new paradigm to design ultracompact optical elements that show great potentials for miniaturizing optical systems. In the past few decades, metasurfaces have drawn broad interests in multidisciplinary communities owing to their capability of manipulating various parameters of the light wave with plentiful functionalities. Among them, pixelated polarization manipulation in the subwavelength scale is a distinguished ability of metasurfaces compared to traditional optical components. However, the inherent ohmic loss of plasmonic-type metasurfaces severely hinders their broad applications due to the low efficiency. Therefore, metasurfaces composed of high-refractive-index all-dielectric antennas have been proposed to achieve high-efficiency devices. Moreover, anisotropic dielectric nanostructures have been shown to support large refractive index contrast between orthogonal polarizations of light and thus provide an ideal platform for polarization manipulation. Herein, we present a review of recent progress on all-dielectric meta surfaces for polarization manipulation, including principles and emerging applications. We believe that high efficient all-dielectric metasurfaces with the unprecedented capability of the polarization control can be widely applied in areas of polarization detection and imaging, data encryption, display, optical communication and quantum optics to realize ultracompact and miniaturized optical systems.",,10.1515/nanoph-2020-0220,http://dx.doi.org/10.1515/nanoph-2020-0220,Journal
2239,WOS,Guo et al. (2015),2015,From 1D chain to 3D network: A theoretical study on TiO2 low dimensional structures,JOURNAL OF CHEMICAL PHYSICS,"We have performed a systematic study on a series of low dimensional TiO2 nanostructures under density functional theory methods. The geometries, stabilities, growth mechanism, and electronic structures of 1D chain, 2D ring, 2D ring array, and 3D network of TiO2 nanostructures are analyzed. Based on the Ti2O4 building unit, a series of 1D TiO2 nano chains and rings can be built. Furthermore, 2D ring array and 3D network nanostructures can be constructed from 1D chains and rings. Among non-periodic TiO2 chain and ring structures, one series of ring structures is found to be more stable. The geometry model of the 2D ring arrays and 3D network structures in this work has provided a theoretical understanding on the structure information in experiments. Based on these semiconductive low dimensional structures, moreover, it can help to understand and design new hierarchical TiO2 nanostructure in the future. (C) 2015 AIP Publishing LLC.",,10.1063/1.4922217,http://dx.doi.org/10.1063/1.4922217,Journal
2240,WOS,Wu et al. (2022),2022,Light-switchable quasi-BIC optical vortex generators,ACTIVE PHOTONIC PLATFORMS 2022,"Optical vortices, the spatial modes of an electromagnetic wave carrying orbital angular momentum (OAM), have attracted increasing interest because of their potential for applications in optical communication with enhanced security and channel capacity. A unique optical vortex (OV) generation method has been recently proposed based on the Pancharatnam-Berry (PB) phase induced by the winding topology of polarization around a vortex singularity at bound states in the continuum (BIC). Compared with the recently emergent metasurface-based OV generators, which rely on spatial variations, the BIC-based OV generators have yielded advances in terms of design feasibility, fabrication complexity, and robustness. However, their applications in practical photonic systems are currently limited because OV generations from BIC-related devices originate from the topological property of the photonic bands and cannot be dynamically altered. Here, by leveraging the vortex topology in momentum space together with the nonlinear dynamics of silicon, we demonstrate that a silicon photonic crystal slab can realize optically switchable OV generation. In particular, the spatial tunability and the switching effects in the picosecond scale are studied using nonlinear modeling at near-infrared wavelengths. The demonstrated nontrivial topological nature of the active generators can expand the application of BIC-based devices to include ultrafast vortex beam generation, high-capacity optical communication, and mode-division multiplexing.",,10.1117/12.2632656,http://dx.doi.org/10.1117/12.2632656,Conference Paper
2241,WOS,Camsari et al. (2020),2020,From Charge to Spin and Spin to Charge: Stochastic Magnets for Probabilistic Switching,PROCEEDINGS OF THE IEEE,"As the rapid pace of Moore's Law has been slowing down, there has been intense activity to reinvent the transistor. An emerging paradigm is to complement the existing complementary metal-oxide-semiconductor (CMOS) technology with new functionalities, rather than finding a drop-in replacement for it. In this article, we discuss such a complementary approach that we call probabilistic spin logic (PSL) based on the concept of a probabilistic or p-bit. p-bits fluctuate between 0 and 1 and can be imagined in between deterministic bits that are either 0 or 1 and quantum bits that are a superposition of 0 and 1. Interconnected circuits built out of p-bits (p-circuits) can be broadly useful for machine learning and quantum computing in the solution of problems that conventional CMOS may not be particularly suited for. Although such p-bits can be implemented using standard CMOS technology, we will show that the inherent physics of nanomagnets can naturally provide an energy efficient and scalable p-bit implementation through the use of low-barrier magnetic tunnel junctions (MTJs). In this article, we provide a general description of p-bits and p-circuits and discuss their applications. We review experimental progress toward constructing p-bits and p-circuits exploiting the inherent stochasticity of nanomagnets, from a physics/device/circuits perspective. In particular, we identify building blocks for write and read operations that can be used in different combinations to construct functional p-bits and p-circuits. Finally, we discuss the prospects and challenges of PSL as an emerging, unconventional computing paradigm for a beyond CMOS era.",,10.1109/JPROC.2020.2966925,http://dx.doi.org/10.1109/JPROC.2020.2966925,Journal
2242,WOS,Van De Bogart (2015),2015,Information Entanglement: Developments in Cognitive Based Knowledge Acquisition Strategies Based on Big Data,PROCEEDINGS OF THE 12TH INTERNATIONAL CONFERENCE ON INTELLECTUAL CAPITAL KNOWLEDGE MANAGEMENT & ORGANISATIONAL LEARNING (ICICKM 2015),"The growth of Information Communication Technologies (ICT) along with the exponential growth of data in all fields is prompting newer ways to apply both critical thinking and conceptualizing skills in making meaningful associations for effective decision making. Conceptual skills are being enhanced through the use of interactive mapping techniques connected to online resources. The ability to see connections with data and relate it to trends analysis is a key aspect in utilizing Big Data. Coupled with the rise of Big Data is also the development of faster computing systems which can collate and summarize data queries initiated by the enduser. The age of quantum computers whereby searching techniques will be accelerated beyond current abilities of the processing speeds of traditional digital processors will necessitate different ways to display information and analyze it. Natural language and semantic search strategies, search engine advancements and AI developments are introducing newer approaches to data analysis. By using both search techniques formulated by humans and combining them with results obtained from machine assisted learning a new era of information access has evolved. Finding information using newer cognitive based modeling systems to help retrieve information as well as understanding the growth of data will be outlined. Visual demonstrations of new information modeling systems will be discussed and the implications of accessing data for the eventual solutions to complex problems will also be discussed. The rate of change in knowledge accumulation necessitates that search strategies be fluid and generative in their design rather than static or sequential. Knowledge management also needs to be integrated with a dynamic structure with search strategy designs, which can constantly utilize newer forms of data analysis. The preparation and planning for installing a progressive knowledge based management and acquisition system in educational institutions needs to be deployed sooner rather than later so as to better prepare the next generation of Thai students entering the newly formed ASAEN community. In order for these new skills to be developed a new form of pedagogy needs to be implemented in all educational institutions from K-16 so human capital can be relevant and capable of understanding the growth of big data and its application to society.",,,,Conference Paper
2243,WOS,Lai et al. (2016),2016,Nanometer scale fabrication and optical response of InGaN/GaN quantum disks,NANOTECHNOLOGY,"In this work, we demonstrate homogeneously distributed In0.3Ga0.7N/GaN quantum disks (QDs), with an average diameter below 10 nm and a high density of 2.1 x 10(11) cm(-2), embedded in 20 nm tall nanopillars. The scalable top-down fabrication process involves the use of self-assembled ferritin bio-templates as the etch mask, spin coated on top of a strained In0.3Ga0.7N/GaN single quantum well (SQW) structure, followed by a neutral beam etch (NBE) method. The small dimensions of the iron cores inside ferritin and nearly damage-free process enabled by the NBE jointly contribute to the observation of photoluminescence (PL) from strain-relaxed In0.3Ga0.7N/GaN QDs at 6 K. The large blueshift of the peak wavelength by over 70 nm manifests a strong reduction of the quantum-confined Stark effect (QCSE) within the QD structure, which also agrees well with the theoretical prediction using a 3D Schrodinger equation solver. The current results hence pave the way towards the realization of large-scale III-N quantum structures using the combination of bio-templates and NBE, which is vital for the development of next-generation lighting and communication devices.",,10.1088/0957-4484/27/42/425401,http://dx.doi.org/10.1088/0957-4484/27/42/425401,Journal
2244,WOS,Hasanovic et al. (2022),2022,Quantum technician skills and competencies for the emerging Quantum 2.0 industry,OPTICAL ENGINEERING,"Quantum-based technologies have been instrumental in the development of a whole range of devices that are used these days (such as lasers, transistors, LiDAR, GPS, MRI, and many more). These technologies that emanated from the Quantum 1.0 Revolution have become ubiquitous in modern civilization over the past 50 years. The product commercialization and mass production were enabled by scientists, researchers, engineers, and most importantly, by the skilled technological workforce. This workforce played a critical support role in transforming inventions into high-volume, marketable products. We are currently at the heart of the Second Quantum Revolution, which is fueled by the research in quantum computing, quantum communication, quantum cryptography, and quantum sensing. The scientific progress that is currently taking place in these areas is going to fundamentally change the way we sense the world around us, approach our security, and process critical information. Governments and private entities across the world have recognized the strategic importance of quantum research-enabled technologies and have invested a significant amount of money to support graduate programs and research institutions where scientists, engineers, and other professionals are earning advanced degrees and immediately being engaged in active Quantum 2.0 research. To the best of our knowledge, and despite considerable investment in quantum research, no active efforts or programs exist that would train a quantum technological workforce at the technician level to support Quantum 2.0. The quantum industry, on the other side, has clearly identified the need for highly skilled quantum technicians that are able to support the commercialization of the new products and inventions. The lack of a trained quantum technician workforce is a major shortcoming that may have a profound negative impact on the long-term prospects and sustainability of the emerging quantum industry. The EdQuantum project, funded through the National Science Foundation (NSF) Advanced Technological Education (ATE) program, is an effort to close this shortcoming and propose a well-defined curriculum through which the incumbent photonic and laser technicians in the United States will be upskilled with the new skills and competencies from quantum research-enabled technologies. This paper presents the results of the first phase of the EdQuantum project-the quantum industry survey. Over the last few months, we sought input from the quantum industry as to what skills and competencies should a future quantum technician possess to support its emerging needs. The results collected during the survey are presented in this paper along with their impact on the proposed educational curriculum. This paper also elaborates on the alignment of the proposed curriculum with a few ongoing initiatives in the skilled technical workforce education (such as NSB Vision 2030, Convergence Accelerators Initiative, and Skilled Technical Workforce Initiative). (C) The Authors. Published by SPIE under a Creative Commons Attribution 4.0 International License.",,10.1117/1.OE.61.8.081803,http://dx.doi.org/10.1117/1.OE.61.8.081803,Journal
